Q_ID	Ref_ANS	Stud_ANS	Class
46	الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        	الفيروسات تخرب و تمحي ذاكرة الحاسب و تقوم بنسخ نفسها. الدود : تدخل عبر الثغرات الموجودة في النظام.	3
48	 الفيروس و برنامج الإنزال برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى يقوم برنامج الإنزال بمراوغة برامج مكافحة الفيروسات بنقل وتركيب الفيروسات المحمولة في طياته	الفيروس هو برنامج مصمم من أجل تخريب المعلومات و يكون مرتبط ببرنامج. أما برنامج الإنزال فهو برنامج يتجاوز البرامج المضادة للفيروسات باستغلاله فجوات في جهاز التنظيم حيث يقوم بنشر و تركيب الفيروسات	4
44	"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "	عمل القبعات السوداء : هدفهم الاختراق من اجل  التخريب او السرقة او اصابة الضحية باضرار بمقابل مادي، اما القبعات البيضاء: الاختراق من اجل اكتشاف الثغرات لتعزيز الامن و الحماية	5
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	لأنها تتطلب ذكاء كبير من أجل إرتكابها، لا تترك أي أكثر لمرتكبيها، ضخامة البرامج و الأنظمة ثغرات أمنية.	3
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هو كلمة اغريقية مكونة من كلمتين bio وتعني الحياة metrice و تعني القياس، وهو علم يختص بتحليل الصفات الحيوية للإنسان كصفاته الاخلاقية و الفيزيائية	3
15	 تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع تبطئة حركة التصفح وانقطاعها على فترات.	التجسس و احتيال الخصوصية، تدمير انظمة و تكسيرها، تغيير وجه صفحة	4
30	التوفير و السرية و التكامل للمعلومات	خلق بيئة أمنة، التقليل من الثغرات وبالتالي من فرص الاِجرام، حماية البيانات من التخريب، ضمان حماية وسلامة وتوفير المعلومات.	2
46	الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        	الفيروسات تبدأ عملها و تنتشر باستعمال احد البرامج و أيضا تنتقل من برنامج إلى آخر أما الدود فهي تستهدف نظام تشغيل الجهاز.	3
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	تغيير سجلات وبيانات وإرجاع أموال المتحصل عليها بطرق غير قانونية عبر تغيير في العائد المادي أو نقلها إلى حساب وهمي.	4
25	استخدام الانترنت في التجنيد والتدريب وتبادل المعلومات بين المنظمات الإرهابية المختلفة بإنشاء وتصميم مواقع لنشر الأفكار الإرهابية  و تعليم الطرق والوسائل التي تساعد على القيام بالعمليات الإرهابية، استهداف البنية التحتية للمعلومات للمؤسسات للتأثير على الرأي العام العالمي.	التجنيد والاعلام بتلك المنظمات والترويج لها، سهولة بيع الأسلحة، سهولة التهديد و التخويف	3
47	القرصنة هي جريمة اختراق وسرقة معلومات يقوم بها قراصنة القبعات السوداء دون اذن لاغراض تخريبية أما اختبار الاختراق فيتم فيه توظيف العديد من ذوي القبعات البيضاء لاختبار أنظمة أمان أجهزة الكمبيوتر في المؤسسات مما يسمح بتحديد عيوبها وثغراتها قصد تحسين دفاعاتها	القرصنة هي انتهاك خصوصيات و إشهارها لا قانونيا بينما اختبار الإختراق هو إختراق منظم و قانوني بحيث تطلب المؤسسة من الهاكر بإختراق أنظمتها و هذا لا يعاقب عليه القانون.	4
